Verse,Meter,char_count,new_char_count,word_count,Stressed_Verse
and shepherds have nam'd her content,anapaestic,10,36,6,wsswswsw
come shepherds we'll follow the hearse,anapaestic,10,38,6,wsswswsw
we'll see our lov'd corydon laid,anapaestic,10,32,6,swswswsw
tho' sorrow may blemish the verse,anapaestic,10,33,6,wsswswsw
yet let a sad tribute be paid,anapaestic,10,29,7,swswswsw
they call'd him the pride of the plain,anapaestic,10,38,8,wswswsws
in sooth he was gentle and kind,anapaestic,10,31,7,wswwswsw
he mark'd on his elegant strain,anapaestic,10,31,6,wswwswsw
the graces that glow'd in his mind,anapaestic,10,34,7,wswswsws
on purpose he planted yon trees,anapaestic,10,31,6,wswswsws
that birds in the covert might dwell,anapaestic,10,36,7,wswwswsw
he cultur'd his thyme for the bees,anapaestic,10,34,7,wswswsws
but never wou'd rifle their cell,anapaestic,10,32,6,wsswswsw
ye lambkins that play'd at his feet,anapaestic,10,35,7,wswswsws
go bleat and your master bemoan,anapaestic,10,31,6,wswwssws
his music was artless and sweet,anapaestic,10,31,6,wswswsws
his manners as mild as your own,anapaestic,10,31,7,wswswsws
no verdure shall cover the vale,anapaestic,10,31,6,wsswswsw
no bloom on the blossoms appear,anapaestic,10,31,6,wswwssws
the sweets of the forest shall fail,anapaestic,10,35,7,wswwswsw
and winter discolour the year,anapaestic,10,29,5,wswswsws
no birds in our hedges shall sing,anapaestic,10,33,7,wswwswsw
our hedges so vocal before,anapaestic,10,26,5,wsswssws
since he that should welcome the spring,anapaestic,10,39,7,swswswsws
can greet the gay season no more,anapaestic,10,32,7,swswswsw
his phillis was fond of his praise,anapaestic,10,34,7,wswswsws
and poets came round in a throng,anapaestic,10,32,7,wswswsws
they listen'd they envy'd his lays,anapaestic,10,34,6,wsswswsw
but which of them equal'd his song,anapaestic,10,34,7,wswwswsw
ye shepherds henceforward be mute,anapaestic,10,33,5,wswswswsw
for lost is the pastoral strain,anapaestic,10,31,6,wswwswsw
so give me my corydon's flute,anapaestic,10,29,6,wswwswsw
and thus let me break it in twain,anapaestic,10,33,8,wswswsws
cupid ere depriv'd of sight,trochaic,8,27,5,swswsws
young and apt for all delight,trochaic,8,29,6,swswsws
met with folly on the way,trochaic,8,25,6,swswsws
as idle and as fond of play,trochaic,8,27,7,wswswsws
in gay sports the time they pass,trochaic,8,32,7,wswswsw
now run now wrestle on the grass,trochaic,8,32,7,wswswsws
their painted wings then nimbly ply,trochaic,8,35,6,wswswsws
and ev'ry way for mast'ry try,trochaic,8,29,6,wswswsws
'till a contest do's arise,trochaic,8,26,5,wwswsws
who has won th' appointed prize,trochaic,8,31,6,wswswsws
gentle love refers the case,trochaic,8,27,5,swswsws
to the next that comes in place,trochaic,8,31,7,wswswsw
trusting to his flatt'ring wiles,trochaic,8,32,5,swswsws
and softens the dispute with smiles,trochaic,8,35,6,wswswsws
but folly who no temper knows,trochaic,8,29,6,wswswsws
words pursues with hotter blows,trochaic,8,31,5,swswsws
'till the eyes of love were lost,trochaic,8,32,7,wswswsw
which has such pain to mortals cost,trochaic,8,35,7,wswswsws
venus hears his mournful crys,trochaic,8,29,5,swswsws
and repeats 'em in the skys,trochaic,8,27,6,swswsws
to jupiter in council set,trochaic,8,25,5,wswswsws
with peers for the occasion met,trochaic,8,31,6,wswswsws
in her arms the boy she bears,trochaic,8,29,7,wswswsw
bathing him in falling tears,trochaic,8,28,5,swswsws
and whilst his want of eyes is shown,trochaic,8,36,8,wswswsws
secures the judges by her own,trochaic,8,29,6,wswswsws
folly to the board must come,trochaic,8,28,6,swswsws
and hear the tryal and the doom,trochaic,8,31,7,wswswsws
which cytherea loudly prays,trochaic,8,27,4,wswswsws
may be as heavy as the case,trochaic,8,27,7,wswswsws
which when all was justly weigh'd,trochaic,8,33,6,wswwsws
cupid's wings now useless made,trochaic,8,30,5,swswsws
that a staff his feet must guide,trochaic,8,32,7,wswswsw
which wou'd still be apt to slide,trochaic,8,33,7,wswswsw
this decree at last was read,trochaic,8,28,6,swswsws
that love by folly shou'd be lead,trochaic,8,33,7,wswswsws
in the barn the tenant cock,trochaic,8,27,6,wwswsws
close to partlet perch'd on high,trochaic,8,32,6,swswsws
briskly crows the shepherd's clock,trochaic,8,34,5,swswsws
jocund that the morning's nigh,trochaic,8,30,5,swswsws
swiftly from the mountain's brow,trochaic,8,32,5,swswsws
shadows nurs'd by night retire,trochaic,8,30,5,swswsws
and the peeping sunbeam now,trochaic,8,27,5,wwswsws
paints with gold the village spire,trochaic,8,34,6,swswsws
philomel forsakes the thorn,trochaic,8,27,4,swswsws
plaintive where she prates at night,trochaic,8,35,6,swswsws
and the lark to meet the morn,trochaic,8,29,7,wswswsw
so ars beyond the shepherd's sight,trochaic,8,34,6,wswswsws
from the lowroof'd cottage ridge,trochaic,8,32,5,wwswsws
see the chatt'ring swallow spring,trochaic,8,33,5,swswsws
darting through the onearch'd bridge,trochaic,8,36,5,swswsws
quick she dips her dappled wing,trochaic,8,31,6,swswsws
now the pinetree's waving top,trochaic,8,29,5,swswsws
gently greets the morning gale,trochaic,8,30,5,swswsws
kidlings now begin to crop,trochaic,8,26,5,swswsws
daisies on the dewy dale,trochaic,8,24,5,swswsws
from the balmy sweets uncloy'd,trochaic,8,30,5,wwswsws
restless till her task be done,trochaic,8,30,6,swswsws
now the busy bee's employ'd,trochaic,8,27,5,swswsws
sipping dew before the sun,trochaic,8,26,5,swswsws
trickling through the crevic'd rock,trochaic,8,35,5,swswsws
where the limpid stream distils,trochaic,8,31,5,wwswsws
sweet refreshment waits the flock,trochaic,8,33,5,swswsws
when 'tis sundrove from the hills,trochaic,8,33,6,swswsws
colin's for the promis'd corn,trochaic,8,29,5,swswsws
ere the harvest hopes are ripe,trochaic,8,30,6,swswsws
anxious whilst the huntsman's horn,trochaic,8,34,5,swswsws
boldly sounding drowns his pipe,trochaic,8,31,5,swswsws
sweet o sweet warbling throng,trochaic,8,29,5,wswswsw
on the white emblossom'd spray,trochaic,8,30,5,wwswsws
nature's universal song,trochaic,8,23,3,swswsws
echos to the rising day,trochaic,8,23,5,swswsws
fervid on the glitt'ring flood,trochaic,8,30,5,swswsws
now the noontide radiance glows,trochaic,8,31,5,swswswsw
drooping o'er its infant bud,trochaic,8,28,5,swswsws
not a dewdrop's left the rose,trochaic,8,29,6,wwswsws
by the brook the shepherd dines,trochaic,8,31,6,wwswsws
from the fierce meridian heat,trochaic,8,29,5,wwswswsw
shelter'd by the branching pines,trochaic,8,32,5,swswsws
pendant o'er his grassy seat,trochaic,8,28,5,swswsws
now the flock forsakes the glade,trochaic,8,32,6,swswsws
where uncheck'd the sunbeams fall,trochaic,8,33,5,swswsws
sure to find a pleasing shade,trochaic,8,29,6,swswsws
by the ivy'd abbey wall,trochaic,8,23,5,wwswsws
echo in her airy round,trochaic,8,22,5,swswsws
o'er the river rock and hill,trochaic,8,28,6,wwswsws
cannot catch a single sound,trochaic,8,27,5,swswsws
save the clack of yonder mill,trochaic,8,29,6,swswsws
cattle court the zephyrs bland,trochaic,8,30,5,swswsws
where the streamlet wanders cool,trochaic,8,32,5,wwswsws
or with languid silence stand,trochaic,8,29,5,wwswsws
midway in the marshy pool,trochaic,8,25,5,swswsws
but from mountain dell or stream,trochaic,8,32,6,wwswsws
not a flutt'ring zephyr springs,trochaic,8,31,5,wwswsws
fearful lest the noontide beam,trochaic,8,30,5,swswsws
scorch its soft its silken wings,trochaic,8,32,6,swswsws
not a leaf has leave to stir,trochaic,8,28,7,wswswsw
nature's lull'd serene and still,trochaic,8,32,5,swswsws
quiet e'en the shepherd's cur,trochaic,8,29,5,swsswsws
sleeping on the heathclad hill,trochaic,8,30,5,swswsws
languid is the landscape round,trochaic,8,30,5,swswsws
till the fresh descending shower,trochaic,8,32,5,wwswswsw
grateful to the thirsty ground,trochaic,8,30,5,swswsws
raises ev'ry fainting flower,trochaic,8,28,4,swswswsw
now the hill the hedge is green,trochaic,8,31,7,wswswsw
now the warblers' throats in tune,trochaic,8,33,6,swswsws
blithsome is the verdant scene,trochaic,8,30,5,swswsws
brighten'd by the beams of noon,trochaic,8,31,6,swswsws
o'er the heath the heifer strays,trochaic,8,32,6,wwswsws
free the surrow'd task is done,trochaic,8,30,6,wswswsw
now the village windows blaze,trochaic,8,29,5,swswsws
burnish'd by the setting sun,trochaic,8,28,5,swswsws
now he sets behind the hill,trochaic,8,27,6,swswsws
sinking from a golden sky,trochaic,8,25,5,swswsws
can the pencil's mimic skill,trochaic,8,28,5,wwswsws
copy the refulgent dye,trochaic,8,22,4,swswsws
trudging as the plowmen go,trochaic,8,26,5,swswsws
to the smoaking hamlet bound,trochaic,8,28,5,wwswsws
giantlike their shadows grow,trochaic,8,28,4,swswsws
lengthen'd o'er the level ground,trochaic,8,32,5,swswsws
where the rising forest spreads,trochaic,8,31,5,wwswsws
shelter for the lordly dome,trochaic,8,27,5,swswsws
to their high built airy beds,trochaic,8,29,6,wwswsws
see the rooks returning home,trochaic,8,28,5,swswsws
as the lark with vary'd tune,trochaic,8,28,6,wwswsws
carols to the evening loud,trochaic,8,26,5,swswsws
mark the mild resplendent moon,trochaic,8,30,5,swswsws
breaking through a parted cloud,trochaic,8,31,5,swswsws
now the hermit howlet peeps,trochaic,8,27,5,swswsws
from the barn or twisted brake,trochaic,8,30,6,wwswsws
and the blue mist slowly creeps,trochaic,8,31,6,wwswsws
curling on the silver lake,trochaic,8,26,5,swswsws
as the trout in speckled pride,trochaic,8,30,6,wwswsws
playful from its bosom springs,trochaic,8,30,5,swswsws
to the banks a ruffled tide,trochaic,8,27,6,wwswsws
verges im successive rings,trochaic,8,26,4,swswsws
tripping through the silken grass,trochaic,8,33,5,swswsws
o'er the pathdivided dale,trochaic,8,25,4,wwswsws
mark the rosecomplexion'd lass,trochaic,8,30,4,swswsws
with her wellpois'd milken pail,trochaic,8,31,5,wwswsws
linnets with unnumber'd notes,trochaic,8,29,4,swswsws
and the cuckow bird with two,trochaic,8,28,6,wwswsws
tuning sweet their mellow throats,trochaic,8,33,5,swswsws
bid the setting sun adieu,trochaic,8,25,5,swswsws
dear nancy since men have all made their own laws,anapaestic,10,49,10,wswswswswsw
which oppress the poor women whatever's the cause,anapaestic,10,49,8,wswswswsswsw
since by hardness of reason or hardness of fist,anapaestic,10,47,9,wwswswswswsw
all wrong must be right if they choose to persist,anapaestic,10,49,10,wswwswswsws
i'd have you with caution in wedlock engage,anapaestic,10,43,8,wswwswswsws
for if once you are caught you're a bird in a cage,anapaestic,10,50,12,wswswswwswsw
that may for dear liberty flutter the wing,anapaestic,10,42,8,swswsswswsw
as you hop round the perch but 'tis chance if you sing,anapaestic,10,54,12,wwswswswswsw
the man who in courtship is studious to please,anapaestic,10,46,9,wswswswswsw
throws off his attention and hears not nor sees,anapaestic,10,47,9,wswswswswsw
whilst her who before was the fairest of flowers,anapaestic,10,48,9,swswswwsswsw
the cloud on his brow ever drenches with showers,anapaestic,10,48,9,wswswswswsw
and the man whose rough manners were courteous before,anapaestic,10,53,9,wswswsswswsws
gives you every reason to look for no more,anapaestic,10,42,9,swsswswswsws
for such churls i've seen through the whole of their lives,anapaestic,10,58,11,wswswswswsw
give nought but an oath or a frown to their wives,anapaestic,10,49,11,wswswswswsw
let her speech or her manners be e'er so bewitching,anapaestic,10,51,10,wswswswswswsw
why women should only give mouth in the kitchen,anapaestic,10,47,9,wsswswswswsw
nor e'en there rule the roast for my lord must be by,anapaestic,10,52,12,wsswswswwswsw
and a finger must always have in every pie,anapaestic,10,42,9,wwswsswswswsw
then he'd lifeless become to such silence is prone,anapaestic,10,50,9,swsswswwswsw
that you'd think him a statue just cut out of stone,anapaestic,10,51,11,wswswsswswsw
and his fair one i'll wager not all the year round,anapaestic,10,50,11,wswswsswswsw
hears aught of his voice save a humandha sound,anapaestic,10,46,9,wswswswswsw
now some to advise you all evils to shun,anapaestic,10,40,9,wswswswswsw
bid you ever be happy by holding your tongue,anapaestic,10,44,9,swsswsswswsw
but jack boaster has taught me that this will not do,anapaestic,10,52,11,swsswswswwsw
for when he is railing his dear shall rail too,anapaestic,10,46,10,wswwswswsws
and andrew macgrumble insists that his wife,anapaestic,10,43,7,wswswswswsw
shall ask pardon most humbly each hour of her life,anapaestic,10,50,10,wswswswswsws
and he's right for since wedlock has made them both one,anapaestic,10,55,11,wwswwswswsws
'tis fit for such sin she should daily atone,anapaestic,10,44,9,wswswswssws
then there's trim little dicky who calls himself bless'd,anapaestic,10,56,9,wswswsswswsw
in a spouse so accomplish'd so young and well dress'd,anapaestic,10,53,10,wswswswswsws
should she play with her lapdog 'twould give him such pain,anapaestic,10,58,11,wwswwswswswsw
he would tear down a curl and then curl it again,anapaestic,10,48,11,wwswwswswsws
should you travel life's road with a mate such as these,anapaestic,10,55,11,wwswswswswsw
'tis a chance the whole journey you'd do aught to please,anapaestic,10,56,11,wswswswswsws
yet you fondly fancy that yours is a swain,anapaestic,10,42,9,wwswswswsws
whom softness and sweetness will still keep the same,anapaestic,10,52,9,wswswswswsw
that when years have roll'd on though your locks be turn'd grey,anapaestic,10,63,12,wswswswwswsw
though the rosebud is blown nay quite faded away,anapaestic,10,48,9,wwswswswssws
tho' the canker of time should love's blossoms destroy,anapaestic,10,54,9,swswswswssws
yet as darby and joan you may still be wish'd joy,anapaestic,10,49,11,wwswswswswsw
then hold your good humour for that is the charm,anapaestic,10,48,10,wswswswswsw
which can make beauty linger and keep the heart warm,anapaestic,10,52,10,wswswswswsws
and when youth with light wings shall for ever have flown,anapaestic,10,57,11,wswswswwswsw
make your darby delighted to sit by his joan,anapaestic,10,44,9,wswswsswswsw
had i but the torrent's might,trochaic,8,29,6,wswwsws
with headlong rage and wild affright,trochaic,8,36,6,wswswsws
upon dera's squadrons hurled,trochaic,8,28,4,wswwsws
to rush and sweep them from the world,trochaic,8,37,8,wswswsws
too too secure in youthful pride,trochaic,8,32,6,wswswsws
by them my friend my hol died,trochaic,8,29,7,wswswsw
great cian's son of madoc old,trochaic,8,29,6,wswswsws
he asked no heaps of hoarded gold,trochaic,8,33,7,wswswsws
alone in nature's wealth arrayed,trochaic,8,32,5,wswswsws
he asked and had the lovely maid,trochaic,8,32,7,wswswsws
to cattraeth's vale in glittering row,trochaic,8,37,6,wswswswsw
twice two hundred warriors go,trochaic,8,29,5,swswswsw
every warrior's manly neck,trochaic,8,26,4,sswsswsws
chains of regal honour deck,trochaic,8,27,5,swswsws
wreathed in many a golden link,trochaic,8,30,6,swsswsws
from the golden cup they drink,trochaic,8,30,6,wwswsws
nectar that the bees produce,trochaic,8,28,5,swswsws
or the grape's ecstatic juice,trochaic,8,29,5,wwswsws
flushed with mirth and hope they burn,trochaic,8,37,7,wswswsw
but none from cattraeth's vale return,trochaic,8,37,6,wswswsws
save aeron brave and conan strong,trochaic,8,33,6,wswswsws
bursting through the bloody throng,trochaic,8,34,5,swswsws
and i the meanest of them all,trochaic,8,29,7,wswswsws
that live to weep and sing their fall,trochaic,8,37,8,wswswsws
cease chlorinda cease to chide me,trochaic,8,33,6,swswswsw
when my passion i relate,trochaic,8,24,5,wwswsws
why shou'd kindness be denied me,trochaic,8,32,6,swswswsw
why shou'd love be pay'd with hate,trochaic,8,34,7,wswswsw
if the fruit of all my wishes,trochaic,8,29,7,wwswswsw
must be to be treated so,trochaic,8,24,6,wswwsws
what cou'd you do more than this is,trochaic,8,35,8,wswswsws
to your most outrageous foe,trochaic,8,27,5,wwswsws
simple strephon cease complaining,trochaic,8,33,4,swswswsw
talk no more of foolish love,trochaic,8,28,6,wswwsws
think not e'er my heart to reign in,trochaic,8,35,8,wswswsws
think not all you say can move,trochaic,8,30,7,wswswsw
did i take delight to fetter,trochaic,8,28,6,wwswswsw
thrice ten thousand slaves a day,trochaic,8,32,6,swswsws
thrice ten thousand times your betters,trochaic,8,38,6,swswswsw
gladly would my rule obey,trochaic,8,25,5,swswsws
strive not fairest to unbind me,trochaic,8,31,6,swswswsw
let me keep my pleasing chain,trochaic,8,29,6,swswsws
charms that first to love inclin'd me,trochaic,8,37,7,swswswsw
will for ever love maintain,trochaic,8,27,5,wwswsws
wou'd you send my heart a roving,trochaic,8,32,7,swswswsw
first to love i must forbear,trochaic,8,28,6,wswswsw
wou'd you have me cease from loving,trochaic,8,35,7,wswwswsw
you must cease from being fair,trochaic,8,30,6,wwswsws
strephon leave to talk thus idly,trochaic,8,32,6,swswswsw
let me hear of love no more,trochaic,8,27,7,wswswsw
you mistake chlorinda widely,trochaic,8,28,4,swswswsw
thus to teize her o'er and o'er,trochaic,8,31,7,wswswsw
seek not her who still forbids you,trochaic,8,34,7,wswwswsw
to some other tell your moan,trochaic,8,28,6,wwswsws
chuse where'er your fancy leads you,trochaic,8,35,6,wsswswsw
let chlorinda but alone,trochaic,8,23,4,swswsws
if chlorinda still denies me,trochaic,8,28,5,swswswsw
that which none but she can give,trochaic,8,32,7,wswswsw
let the whole wide world despise me,trochaic,8,35,7,swswswsw
'tis for her alone i live,trochaic,8,25,6,swswsws
grant me yet this one poor favour,trochaic,8,33,7,wswwswsw
with this one request comply,trochaic,8,28,5,wwswsws
let us each go on for ever,trochaic,8,26,7,wswswwsw
i to ask and you deny,trochaic,8,21,6,wwswsws
since my strephon you so kind are,trochaic,8,33,7,wwswswsw
all pretensions to resign,trochaic,8,25,4,swswsws
trust chlorinda you may find her,trochaic,8,32,6,swswswsw
less severe than you divine,trochaic,8,27,5,swswsws
strephon struck with joy beholds her,trochaic,8,36,6,swswswsw
wou'd have spoke but knew not how,trochaic,8,33,7,wswswsw
but he look'd such things as told her,trochaic,8,37,8,wswswsws
more than all his speech cou'd do,trochaic,8,33,7,wswswsw
of all my experience how vast the amount,anapaestic,10,40,8,wwswsswswsws
since fifteen long winters i fairly can count,anapaestic,10,45,8,wswswswswsw
was ever a damsel so sadly betray'd,anapaestic,10,35,7,wsswswswsws
to live to these years and yet still be a maid,anapaestic,10,46,11,wswswswswsw
ye heroes triumphant by land and by sea,anapaestic,10,39,8,wsswswswsws
sworn vott'ries to love but undmindful of me,anapaestic,10,44,8,wswswswswsw
you can strom a strong fort or can form a blockade,anapaestic,10,50,11,wswswswwswss
yet ye stand by like dastards and see me a maid,anapaestic,10,47,11,wswswsswswsw
ye lawyers so just who with slippery tongue,anapaestic,10,43,8,wswswswswsw
can do what you please or with right or with wrong,anapaestic,10,50,11,wswswswswsw
can it be or by law or by equity said,anapaestic,10,37,10,wswswswwswsw
that a buxom young girl ought to die an old maid,anapaestic,10,48,11,wwswswswswsw
ye learned physicians whose excellent skill,anapaestic,10,43,6,wswswswsws
can save or demolish can cure or can kill,anapaestic,10,41,9,swswsswswsw
to a poor forlorn damsel contribute your aid,anapaestic,10,44,8,wwswswswswsw
who is sick very sick of remaining a maid,anapaestic,10,41,9,wswsswswswsw
ye fops i invoke not to list to my song,anapaestic,10,39,10,wswswswswsw
who answer no end and to no sex belong,anapaestic,10,38,9,wswswswswsw
ye echoes of echoes and shadows of shade,anapaestic,10,40,8,wsswsswswsw
for if i had you i might still be a maid,anapaestic,10,40,11,wswswswswsw
a jolly brave toper who cou'd not forbear,anapaestic,10,41,8,wsswswswsws
tho' his life was in danger old port and stale beer,anapaestic,10,51,11,wswswswswsws
gave the doctors the hearing but still wou'd drink on,anapaestic,10,53,10,wswswsswswsw
till the dropsy had swell'd him as big as a ton,anapaestic,10,47,11,wwswswswswsw
the more he took physic the worse still he grew,anapaestic,10,47,10,wwswswswsws
and tapping was now the last thing he cou'd do,anapaestic,10,46,10,wswswswswsw
affairs at this crisis and doctors come down,anapaestic,10,44,8,wswswswswsw
he began to consider so sent for his son,anapaestic,10,40,9,wswswsswswsw
tom see by what courses i've shorten'd my life,anapaestic,10,46,9,wswswswswsw
i'm leaving the world ere i'm forty and five,anapaestic,10,44,9,wswswswswsw
more than probable 'tis that in twentyfour hours,anapaestic,10,48,8,wwswswswswsw
this manor this house and estate will be yours,anapaestic,10,46,9,wswswswswsw
my early excesses may teach you this truth,anapaestic,10,42,8,wswswswswsw
that 'tis working for death to drink hard in one's youth,anapaestic,10,56,11,swswswswswsw
says tom who's a lad of a generous spirit,anapaestic,10,41,9,wswswswsswsw
and not like young rakes who 're in haste to inherit,anapaestic,10,52,11,wswswswswswsw
sir don't be dishearten'd altho' it be true,anapaestic,10,43,8,swswswswsws
th' operation is painful and hazardous too,anapaestic,10,42,7,wswsswswswwsw
'tis no more than what many a man has gone thro',anapaestic,10,48,11,wswswsswswsw
and then as for years you may yet be call'd young,anapaestic,10,49,11,wswswswswsw
your life after this may be happy and long,anapaestic,10,42,9,wswswswswsw
don't flatter me tom was the father's reply,anapaestic,10,43,8,wswswswssws
with a jest in his mouth and a tear in his eye,anapaestic,10,46,12,wswswswwswsw
too well by experience my vessels thou know'st,anapaestic,10,46,8,swswsswswsw
no sooner are tap'd but they give up the ghost,anapaestic,10,46,10,wswswswswsw
lov'd companions let us sing,trochaic,8,28,5,swswsws
wake the dear according string,trochaic,8,30,5,swswsws
come with gladness fill the dome,trochaic,8,32,6,swswsws
pour the happy song of home,trochaic,8,27,6,swswsws
now sweet home our steps are free,trochaic,8,33,7,wswswsw
now sweet home we fly to thee,trochaic,8,29,7,wswswsw
let the vaulted roofs resound,trochaic,8,29,5,swswsws
sacred home with blessings crown'd,trochaic,8,34,5,swswsws
learning thorny are thy ways,trochaic,8,28,5,swswsws
thought is weary of the maze,trochaic,8,28,6,swswsws
let us seek awhile the goal,trochaic,8,27,6,swswsws
where affection rests her soul,trochaic,8,30,5,swswsws
now o toiling muse repose,trochaic,8,25,5,swswsws
muse the classic volume close,trochaic,8,29,5,swswsws
bid the cares of study cease,trochaic,8,28,6,swswsws
give the vacant hours to peace,trochaic,8,30,6,swswswsw
joyful with the smiling year,trochaic,8,28,5,swswsws
we will smile for home is near,trochaic,8,30,7,wswswsw
strangers will our song repeat,trochaic,8,30,5,swswsws
strangers feel that home is sweet,trochaic,8,33,6,swswsws
bring o bring th' impatient steed,trochaic,8,33,6,wswswsws
let us to the threshold speed,trochaic,8,29,6,wswwsws
where we shed the tear of bliss,trochaic,8,31,7,wswswsw
where we meet a mother's kiss,trochaic,8,29,6,wwswsws
home of childhood swell the strain,trochaic,8,34,6,swswsws
while we hail thy gates again,trochaic,8,29,6,wwswsws
why aurora thus delay,trochaic,8,21,4,swswsws
slothful goddess give the day,trochaic,8,29,5,swswsws
many are the mournful stories,trochaic,8,29,5,swswswsw
many are the piercing sorrows,trochaic,8,29,5,swswswsw
love that jewel of our nature,trochaic,8,29,6,wswswsw
but 'tis merit makes the purchase,trochaic,8,33,6,swswswsw
'tis not wealth nor sordid riches,trochaic,8,33,6,swswswsw
no 'tis surely sweet contentment,trochaic,8,32,5,swswswsw
think not parents that your children,trochaic,8,36,6,swswswsw
or your influence bind their natures,trochaic,8,36,6,swswswsws
fifty years have render'd callous,trochaic,8,33,5,swswswsw
but let memory be recorder,trochaic,8,26,5,swswswsws
if at twenty hearts were harden'd,trochaic,8,33,6,wwswswsw
what would be their rigid natures,trochaic,8,33,6,wswwswsw
once within this happy island,trochaic,8,29,5,swswswsw
birth and wealth and growing greatness,trochaic,8,38,6,swswswsw
pride had mix'd with every honour,trochaic,8,33,6,swswswsws
nor did there e'er one soft emotion,trochaic,8,35,7,wswswswsw
yet the wise and gracious donor,trochaic,8,31,6,wwswswsw
and to lead his soul to mercy,trochaic,8,29,7,wwswswsw
youth conjoin'd with all the graces,trochaic,8,35,6,swswswsw
and in every beauteous feature,trochaic,8,30,5,wwsswswsw
flora as she cross'd her garden,trochaic,8,31,6,swswswsw
and when passing sweet alicia,trochaic,8,29,5,wwswswsw
form'd by virtue and by nature,trochaic,8,30,6,swswswsw
many a youth with noble fervour,trochaic,8,31,6,sswswswsw
merit only caught the maiden,trochaic,8,28,5,swswswsw
edwin durst not hope for favour,trochaic,8,31,6,swswswsw
birth nor riches gild his title,trochaic,8,31,6,swswswsw
yet she thinks that fair escutcheon,trochaic,8,35,6,wwswswsw
but alas the world's opinion,trochaic,8,28,5,swswswsw
nor alicia will thy father,trochaic,8,26,5,swswswsw
long was seen the lovely maiden,trochaic,8,31,6,swswswsw
smiles forsook their former mansion,trochaic,8,35,5,swswswsw
this the angry father told her,trochaic,8,30,6,wwswswsw
to her child blanch'd with emotion,trochaic,8,34,6,wwswswsw
ah my love have you deceiv'd me,trochaic,8,31,7,wwswswsw
sure thou knowest i'd die to save thee,trochaic,8,38,8,swswswsws
yes too well i know your goodness,trochaic,8,33,7,swswswsw
and when forc'd to pierce that bosom,trochaic,8,36,7,wwswswsw
your inquiring looks have ask'd me,trochaic,8,34,6,swswswsws
and your nice discernment told you,trochaic,8,34,6,wwswswsw
often have you seen my sorrow,trochaic,8,29,6,swswswsw
edwin but i need not tell you,trochaic,8,29,7,swswswsw
the gallant ship her wings unfurls,trochaic,8,34,6,wswswsws
edwin from his lov'd retreats,trochaic,8,29,5,swswsws
'tis not change of place nor climate,trochaic,8,36,7,swswswsw
neither is the power of absence,trochaic,8,31,6,swswswsws
edwin found this truth and drooping,trochaic,8,35,6,swswswsw
sultry suns seem'd in conjunction,trochaic,8,33,5,swswswsw
sad despair and cruel absence,trochaic,8,29,5,swswswsw
and upon his funeral bier,trochaic,8,25,5,swswswsw
equal grief by slower movements,trochaic,8,31,5,swswswsw
deep disease by secret workings,trochaic,8,31,5,swswswsw
absence all her comforts wasted,trochaic,8,31,5,swswswsw
though each day her glowing fancy,trochaic,8,33,6,wwswswsw
o'er her father's rigid nature,trochaic,8,30,5,wwswswsw
live alicia live my daughter,trochaic,8,28,5,swswswsw
my pride and hate i've now discarded,trochaic,8,36,7,wswswswsw
soon soon may propitious breezes,trochaic,8,32,5,wwswswsw
joy illum'd its former mansion,trochaic,8,30,5,swswswsw
hope shone forth in rays of gladness,trochaic,8,36,7,swswswsw
but ah how short our gleams of pleasure,trochaic,8,39,8,wswswswsw
joys like arrows swiftly flying,trochaic,8,31,5,swswswsw
alicia heard her edwin's story,trochaic,8,30,5,wswswswsw
every look declar'd her dying,trochaic,8,29,5,sswswswsw
soon her wishes were accomplish'd,trochaic,8,33,5,swswswsw
and her parents mourn'd heartbroken,trochaic,8,35,5,wwswswsw
yearly shall the village maidens,trochaic,8,32,5,swswswsw
and as they list her simple story,trochaic,8,33,7,wswswswsw
peace where art thou to be found,trochaic,8,32,7,wswswsw
where in all the spacious round,trochaic,8,31,6,wswwsws
may thy footsteps be pursu'd,trochaic,8,28,5,wwswsws
where may thy calm seats be view'd,trochaic,8,34,7,wswswsw
on some mountain dost thou lie,trochaic,8,30,6,wwswsws
screnely near the ambient sky,trochaic,8,29,5,swswswsw
smiling at the clouds below,trochaic,8,27,5,swswsws
where rough storms and tempests grow,trochaic,8,36,6,swswsws
or in some retired plain,trochaic,8,24,5,wwswsw
undisturb'd dost thou remain,trochaic,8,28,4,swswsws
where no angry whirlwinds pass,trochaic,8,30,5,swswsws
where no floods oppress the grass,trochaic,8,33,6,swswsws
high above or deep below,trochaic,8,24,5,swswsws
fain i thy retreat wou'd know,trochaic,8,29,6,swswsws
fain i thee alone wou'd find,trochaic,8,28,6,swswsws
balm to my o'erweary'd mind,trochaic,8,27,5,wswswsws
since what here the world enjoys,trochaic,8,32,6,wswwsws
or our passions most employs,trochaic,8,28,5,wwswsws
peace opposes or destroys,trochaic,8,25,4,swswsws
pleasure's a tumultuous thing,trochaic,8,29,4,swswswsw
busy still and still on wing,trochaic,8,28,6,swswsws
flying swift from place to place,trochaic,8,32,6,swswsws
darting from each beauteous face,trochaic,8,32,5,swswswsw
from each strongly mingled bowl,trochaic,8,31,5,wwswsws
through th' inflam'd and restless soul,trochaic,8,38,6,wswswsws
sov'reign pow'r who fondly craves,trochaic,8,33,5,swsswsws
but himself to pomp enslaves,trochaic,8,28,5,swswsws
